,API Name,Api Url,Api Description,Api Category
6760,Twilio Sync API,/api/twilio-sync," The Sync API is used to build in-app collaborations across platforms. Its basic functions include: document retrieval, map creation, and list retrieval. Additionally, the Sync API can improve real-...", Telephony
6761,Kueri.me API,/api/kuerime," The Kueri.me API is a product that provides remote procedure call in JSON formats. It is available for integration and download from the main site, with a JavaScript library as a resource to...", Natural Language Processing
6762,Cric Match List API,/api/cric-match-list, This JSON based API allows you to retrieve a list of the latest cricket matches. Wherrelz's Cric Match is a Restful API that has live data updates., Sports
6763,Cric Player Stats API,/api/cric-player-stats, This JSON based API allows you to retrieve a list of the latest cricket player stats. Wherrelz's Cric Player Stats is a Restful API that has live data updates., Sports
6764,Cric Ball By Ball API,/api/cric-ball-ball, This JSON based API allows you to retrieve a list of Cricket Ball By Ball play's. Wherrelz's Cric Ball By Ball is a Restful API that has live data updates., Sports
6765,Category,/category/all/apis?page=891&order=field_article_primary_category&sort=asc,N/A,N/A
6766,ButterCMS API,/api/buttercms," ButterCMS is an API-first CMS for rapidly building CMS-powered websites in any programming language. Great for blogs, dynamic pages, and more.", Content Management
6767,EmailVoid API,/api/emailvoid, The EmailVoid email service and processing system provides debugging capability that is suitable for filtering emails for purposes of quality assurance or control. The mail processing service is..., Email
6768,Suggestic Personalized Glycemic Response Prediction API,/api/suggestic-personalized-glycemic-response-prediction," The Suggestic Personalized Glycemic Response Prediction API allows users to track their blood sugar, or individual glycemic responses to different activities in order to help them manage their Type 2...", Health
6769,selfoss API,/api/selfoss," selfoss functions as a multipurpose RSS reader and aggregation web application. It offers plugin system, and diverse database support. PHP 5.3+ and Apache Webserver are required. The selfoss API uses...", Feeds
6770,Open Postcode Geo API,/api/open-postcode-geo," British postcodes with additional data optimised for geospace applications including easting, northing, latitude, longitude, postcode area, postcode district, postcode sector, outcode and incode....", Location
6771,Roanuz Cricket ISL Football API,/api/roanuz-cricket-isl-football, This REST API allows you to get live Football (Soccer) scores. Roanuz Football API provides real time data on stats and other metrics for the Indian Summer League 2015. Roanuz is a software company..., Sports
6772,Roanuz Cricket Football Match API,/api/roanuz-cricket-football-match, This REST API allows you to get the full details of a Indian Super league Football (Soccer) match. Roanuz Match API provides real time data on stats and other metrics. Roanuz is a software company..., Sports
6773,Roanuz Cricket ISL Football Season API,/api/roanuz-cricket-isl-football-season," This REST API allows you to get all information about a Indian Super league Football (Soccer) season including; matches, teams, players, rounds and more. Roanuz is a software company specializing in...", Sports
6774,Rocket League Stats API,/api/rocket-league-stats," The Rocket League Stats API provides information about the physics oriented game, Rocket League. Information available includes ranked leader board, platforms, and players. This API uses JSON for...", Games
6775,Skills Library API,/api/skills-library," This Jquery API is used to create a skills profile. This plugin allows you to retrieve the skills data from ""It's Your Skills"". It is a catalog of over 44000 skills including; IT, Medicine,...", Library
6776,Category,/category/all/apis?page=892&order=field_article_primary_category&sort=asc,N/A,N/A
6777,This is ANT+ API,/api/ant," This is ANT+ API integrates sensors that monitor health, wellness, and performance. It is available through the SDK that includes a plugin service.", Wearable
6778,OpenShift Origin API,/api/openshift-origin," OpenShift is a Json based API that exposes operations to manage a Kubernetes cluster including; security, user management, application deployments, HTTP(s) routing and more.", DevOps
6779,Stat Counter API,/api/stat-counter," The StatCounter API integrates visitor analysis in websites, such as summary statistics, popular pages, and search engines. It is available in JSON and XML formats.", Statistics
6780,Anymail Finder API,/api/anymail-finder, Anymail Finder API finds and validates an email address given only a name and domain. Developers can make GET requests to receive JSON responses. Authentication is required with an Api Key., Email
6781,Ex Libris bX API,/api/ex-libris-bx," This API is a Webservice based XML call for Hot Article Topics. Ex Libirs bX allows you to view popular articles from libraries around the world. Topics include Agriculture, business, Engineering...", News Services
6782,Ex Libris Aleph API,/api/ex-libris-aleph, Build a suite of interfaces for libraries patrons with this REST API. Aleph manages fulfillment actions and exportable resources while enabling client discovery tools., Library
6783,Ex Libris Voyager API,/api/ex-libris-voyager, Build a suite of interfaces for libraries patrons with this REST API. Voyager allows you to implement a single interface to handle fulfillment actions and exportable resources while enabling client..., Library
6784,Flipkart Product Feed API,/api/flipkart-product-feed, This REST API makes calls in both XML and JSON. It allows you to access information on the list of categories in the Flipkart product feed. It also contains the Product Feed URL for each category..., eCommerce
